,state,regional_division,population,article_title,revision_id,article_quality
44,Alabama,East South Central,5074296.0,"Blountsville, Alabama",1105978061,GA
45,Alabama,East South Central,5074296.0,"Blue Springs, Alabama",1166015902,Start
46,Alabama,East South Central,5074296.0,"Boaz, Alabama",1177138566,GA
47,Alabama,East South Central,5074296.0,"Boligee, Alabama",1166015957,C
48,Alabama,East South Central,5074296.0,"Bon Air, Alabama",1166015981,C
49,Alabama,East South Central,5074296.0,"Brantley, Alabama",1165814013,C
50,Alabama,East South Central,5074296.0,"Brent, Alabama",1172245542,GA
51,Alabama,East South Central,5074296.0,"Brewton, Alabama",1162427481,GA
52,Alabama,East South Central,5074296.0,"Bridgeport, Alabama",1165537046,GA
53,Alabama,East South Central,5074296.0,"Brighton, Alabama",1177621572,C
54,Alabama,East South Central,5074296.0,"Brilliant, Alabama",1166016323,GA
55,Alabama,East South Central,5074296.0,"Brookside, Alabama",1170769013,C
56,Alabama,East South Central,5074296.0,"Brookwood, Alabama",1178216914,C
57,Alabama,East South Central,5074296.0,"Brundidge, Alabama",1165537457,C
58,Alabama,East South Central,5074296.0,"Butler, Alabama",1144752979,C
59,Alabama,East South Central,5074296.0,"Calera, Alabama",1165537934,C
60,Alabama,East South Central,5074296.0,"Camden, Alabama",1176316224,GA
61,Alabama,East South Central,5074296.0,"Camp Hill, Alabama",1166017104,C
62,Alabama,East South Central,5074296.0,"Carbon Hill, Alabama",1175376595,C
63,Alabama,East South Central,5074296.0,"Cardiff, Alabama",1166017260,Start
64,Alabama,East South Central,5074296.0,"Carolina, Alabama",1166017310,Start
65,Alabama,East South Central,5074296.0,"Carrollton, Alabama",1096812581,C
66,Alabama,East South Central,5074296.0,"Castleberry, Alabama",1166017442,Start
67,Alabama,East South Central,5074296.0,"Cedar Bluff, Alabama",1177836881,C
68,Alabama,East South Central,5074296.0,"Center Point, Alabama",1174837569,C
69,Alabama,East South Central,5074296.0,"Centre, Alabama",1164314017,C
70,Alabama,East South Central,5074296.0,"Centreville, Alabama",1172134285,C
71,Alabama,East South Central,5074296.0,"Chatom, Alabama",1159488446,C
72,Alabama,East South Central,5074296.0,"Chelsea, Alabama",1165539092,C
73,Alabama,East South Central,5074296.0,"Cherokee, Alabama",1166017755,C
74,Alabama,East South Central,5074296.0,"Chickasaw, Alabama",1165539195,C
75,Alabama,East South Central,5074296.0,"Childersburg, Alabama",1165539227,GA
76,Alabama,East South Central,5074296.0,"Citronelle, Alabama",1165539457,C
77,Alabama,East South Central,5074296.0,"Clanton, Alabama",1158612343,GA
78,Alabama,East South Central,5074296.0,"Clay, Alabama",1177621993,C
79,Alabama,East South Central,5074296.0,"Clayhatchee, Alabama",1166018079,Start
80,Alabama,East South Central,5074296.0,"Clayton, Alabama",1155236230,C
81,Alabama,East South Central,5074296.0,"Cleveland, Alabama",1168466910,C
82,Alabama,East South Central,5074296.0,"Clio, Alabama",1165644511,Start
83,Alabama,East South Central,5074296.0,"Coaling, Alabama",1166018304,C
84,Alabama,East South Central,5074296.0,"Coffee Springs, Alabama",1166018326,Start
85,Alabama,East South Central,5074296.0,"Coffeeville, Alabama",1166029689,C
86,Alabama,East South Central,5074296.0,"Coker, Alabama",1166018360,Start
87,Alabama,East South Central,5074296.0,"Collinsville, Alabama",1177947751,C
88,Alabama,East South Central,5074296.0,"Colony, Alabama",1166018463,GA
89,Alabama,East South Central,5074296.0,"Columbia, Alabama",1166018475,C
90,Alabama,East South Central,5074296.0,"Columbiana, Alabama",1151357569,C
91,Alabama,East South Central,5074296.0,"Coosada, Alabama",1172561590,C
92,Alabama,East South Central,5074296.0,"Cordova, Alabama",1165645181,GA
93,Alabama,East South Central,5074296.0,"Cottonwood, Alabama",1096812941,C
94,Alabama,East South Central,5074296.0,"County Line, Alabama",1166018950,Start
95,Alabama,East South Central,5074296.0,"Courtland, Alabama",1157580326,GA
96,Alabama,East South Central,5074296.0,"Cowarts, Alabama",1166019003,C
97,Alabama,East South Central,5074296.0,"Creola, Alabama",1139764613,GA
98,Alabama,East South Central,5074296.0,"Crossville, Alabama",1166066155,C
99,Alabama,East South Central,5074296.0,"Cuba, Alabama",1175879685,C
100,Alabama,East South Central,5074296.0,"Cullman, Alabama",1180017307,B
101,Alabama,East South Central,5074296.0,"Cusseta, Alabama",1172824345,Start
102,Alabama,East South Central,5074296.0,"Dadeville, Alabama",1158607851,C
103,Alabama,East South Central,5074296.0,"Daleville, Alabama",1154496305,GA
104,Alabama,East South Central,5074296.0,"Daphne, Alabama",1165646156,FA
105,Alabama,East South Central,5074296.0,"Dauphin Island, Alabama",1174226588,B
106,Alabama,East South Central,5074296.0,"Daviston, Alabama",1166066473,C
107,Alabama,East South Central,5074296.0,"Dayton, Alabama",1166066487,C
108,Alabama,East South Central,5074296.0,"Deatsville, Alabama",1166066515,C
109,Alabama,East South Central,5074296.0,"Decatur, Alabama",1178063438,C
110,Alabama,East South Central,5074296.0,"Demopolis, Alabama",1161394946,B
111,Alabama,East South Central,5074296.0,"Detroit, Alabama",1166066756,Start
112,Alabama,East South Central,5074296.0,"Dodge City, Alabama",1166066982,Start
113,Alabama,East South Central,5074296.0,"Dora, Alabama",1165647022,C
114,Alabama,East South Central,5074296.0,"Dothan, Alabama",1179231968,B
115,Alabama,East South Central,5074296.0,"Double Springs, Alabama",1159024876,C
116,Alabama,East South Central,5074296.0,"Douglas, Alabama",1166067023,GA
117,Alabama,East South Central,5074296.0,"Dozier, Alabama",1096813187,Start
118,Alabama,East South Central,5074296.0,"Dutton, Alabama",1166067175,C
119,Alabama,East South Central,5074296.0,"East Brewton, Alabama",1165647609,C
120,Alabama,East South Central,5074296.0,"Eclectic, Alabama",1145048302,C
121,Alabama,East South Central,5074296.0,"Edwardsville, Alabama",1166067508,C
122,Alabama,East South Central,5074296.0,"Elba, Alabama",1163400900,C
123,Alabama,East South Central,5074296.0,"Elberta, Alabama",1175895043,C
124,Alabama,East South Central,5074296.0,"Eldridge, Alabama",1178177223,Start
125,Alabama,East South Central,5074296.0,"Elkmont, Alabama",1176555126,C
126,Alabama,East South Central,5074296.0,"Elmore, Alabama",1166067658,C
127,Alabama,East South Central,5074296.0,"Emelle, Alabama",1158753175,C
128,Alabama,East South Central,5074296.0,"Enterprise, Alabama",1160273773,C
129,Alabama,East South Central,5074296.0,"Epes, Alabama",1166067751,C
130,Alabama,East South Central,5074296.0,"Ethelsville, Alabama",1166067848,Start
131,Alabama,East South Central,5074296.0,"Eufaula, Alabama",1160493671,GA
132,Alabama,East South Central,5074296.0,"Eutaw, Alabama",1158611853,C
133,Alabama,East South Central,5074296.0,"Eva, Alabama",1166067877,GA
134,Alabama,East South Central,5074296.0,"Evergreen, Conecuh County, Alabama",1158611789,C
135,Alabama,East South Central,5074296.0,"Excel, Alabama",1166067942,C
136,Alabama,East South Central,5074296.0,"Fairfield, Alabama",1177239572,C
137,Alabama,East South Central,5074296.0,"Fairhope, Alabama",1173963070,C
138,Alabama,East South Central,5074296.0,"Fairview, Alabama",1166068021,C
139,Alabama,East South Central,5074296.0,"Falkville, Alabama",1166068054,GA
140,Alabama,East South Central,5074296.0,"Faunsdale, Alabama",1167428050,GA
141,Alabama,East South Central,5074296.0,"Fayette, Alabama",1142947111,C
142,Alabama,East South Central,5074296.0,"Five Points, Alabama",1166068289,C
143,Alabama,East South Central,5074296.0,"Flomaton, Alabama",1166244039,C
144,Alabama,East South Central,5074296.0,"Florala, Alabama",1166068321,C
145,Alabama,East South Central,5074296.0,"Florence, Alabama",1178304592,C
146,Alabama,East South Central,5074296.0,"Foley, Alabama",1166414056,C
147,Alabama,East South Central,5074296.0,"Forkland, Alabama",1166068466,C
148,Alabama,East South Central,5074296.0,"Fort Deposit, Alabama",1177020476,C
149,Alabama,East South Central,5074296.0,"Fort Payne, Alabama",1172551841,GA
150,Alabama,East South Central,5074296.0,"Franklin, Alabama",1166068620,GA
151,Alabama,East South Central,5074296.0,"Frisco City, Alabama",1166068863,C
152,Alabama,East South Central,5074296.0,"Fruithurst, Alabama",1166068877,Start
153,Alabama,East South Central,5074296.0,"Fulton, Alabama",1166068885,Start
154,Alabama,East South Central,5074296.0,"Fultondale, Alabama",1165840932,C
155,Alabama,East South Central,5074296.0,"Fyffe, Alabama",1160192215,C
156,Alabama,East South Central,5074296.0,"Gadsden, Alabama",1177146243,C
157,Alabama,East South Central,5074296.0,"Gainesville, Alabama",1166068936,C
158,Alabama,East South Central,5074296.0,"Garden City, Alabama",1166068968,C
159,Alabama,East South Central,5074296.0,"Gardendale, Alabama",1175530987,C
160,Alabama,East South Central,5074296.0,"Gaylesville, Alabama",1166069113,C
161,Alabama,East South Central,5074296.0,"Geiger, Alabama",1166069121,Start
162,Alabama,East South Central,5074296.0,"Geneva, Alabama",1179698088,C
163,Alabama,East South Central,5074296.0,"Georgiana, Alabama",1178540000,Start
164,Alabama,East South Central,5074296.0,"Geraldine, Alabama",1166069211,C
165,Alabama,East South Central,5074296.0,"Gilbertown, Alabama",1166069407,C
166,Alabama,East South Central,5074296.0,"Glen Allen, Alabama",1166069457,C
167,Alabama,East South Central,5074296.0,"Glencoe, Alabama",1165748058,C
168,Alabama,East South Central,5074296.0,"Glenwood, Alabama",1096814086,Start
169,Alabama,East South Central,5074296.0,"Goldville, Alabama",1177535939,Start
170,Alabama,East South Central,5074296.0,"Good Hope, Alabama",1165748200,C
171,Alabama,East South Central,5074296.0,"Goodwater, Alabama",1166069571,C
172,Alabama,East South Central,5074296.0,"Gordo, Alabama",1176908359,C
173,Alabama,East South Central,5074296.0,"Gordon, Alabama",1166069580,C
174,Alabama,East South Central,5074296.0,"Gordonville, Alabama",1166069594,C
175,Alabama,East South Central,5074296.0,"Goshen, Alabama",1166069601,C
176,Alabama,East South Central,5074296.0,"Grant, Alabama",1166069728,GA
177,Alabama,East South Central,5074296.0,"Graysville, Alabama",1177622200,C
178,Alabama,East South Central,5074296.0,"Greensboro, Alabama",1172134373,C
179,Alabama,East South Central,5074296.0,"Greenville, Alabama",1171417115,C
180,Alabama,East South Central,5074296.0,"Grimes, Alabama",1166180119,Start
181,Alabama,East South Central,5074296.0,"Grove Hill, Alabama",1144754911,C
182,Alabama,East South Central,5074296.0,"Guin, Alabama",1173001379,C
183,Alabama,East South Central,5074296.0,"Gulf Shores, Alabama",1174473447,C
184,Alabama,East South Central,5074296.0,"Guntersville, Alabama",1169878221,C
185,Alabama,East South Central,5074296.0,"Gurley, Alabama",1173078483,C
186,Alabama,East South Central,5074296.0,"Gu-Win, Alabama",1175521277,C
187,Alabama,East South Central,5074296.0,"Hackleburg, Alabama",1167581471,GA
188,Alabama,East South Central,5074296.0,"Haleburg, Alabama",1166180281,C
189,Alabama,East South Central,5074296.0,"Haleyville, Alabama",1168590141,GA
190,Alabama,East South Central,5074296.0,"Hamilton, Alabama",1170634832,C
191,Alabama,East South Central,5074296.0,"Hammondville, Alabama",1166180369,C
192,Alabama,East South Central,5074296.0,"Hanceville, Alabama",1169612470,C
193,Alabama,East South Central,5074296.0,"Harpersville, Alabama",1177953234,C
194,Alabama,East South Central,5074296.0,"Hartford, Alabama",1165749307,C
195,Alabama,East South Central,5074296.0,"Hartselle, Alabama",1165749341,C
196,Alabama,East South Central,5074296.0,"Hayden, Alabama",1166180747,C
197,Alabama,East South Central,5074296.0,"Hayneville, Alabama",1166180764,C
198,Alabama,East South Central,5074296.0,"Headland, Alabama",1168369252,C
199,Alabama,East South Central,5074296.0,"Heath, Alabama",1166180800,Start
200,Alabama,East South Central,5074296.0,"Heflin, Alabama",1176321971,C
201,Alabama,East South Central,5074296.0,"Helena, Alabama",1177702091,C
202,Alabama,East South Central,5074296.0,"Henagar, Alabama",1165749718,C
203,Alabama,East South Central,5074296.0,"Highland Lake, Alabama",1166180993,Start
204,Alabama,East South Central,5074296.0,"Hillsboro, Alabama",1166181055,C
205,Alabama,East South Central,5074296.0,"Hobson City, Alabama",1166181157,C
206,Alabama,East South Central,5074296.0,"Hodges, Alabama",1166181162,C
207,Alabama,East South Central,5074296.0,"Hokes Bluff, Alabama",1165750177,C
208,Alabama,East South Central,5074296.0,"Holly Pond, Alabama",1166181271,C
209,Alabama,East South Central,5074296.0,"Hollywood, Alabama",1166181286,C
210,Alabama,East South Central,5074296.0,"Homewood, Alabama",1177622299,GA
211,Alabama,East South Central,5074296.0,"Horn Hill, Alabama",1166181398,Start
212,Alabama,East South Central,5074296.0,"Hueytown, Alabama",1177622536,C
213,Alabama,East South Central,5074296.0,"Huntsville, Alabama",1180130440,FA
214,Alabama,East South Central,5074296.0,"Hurtsboro, Alabama",1096814754,C
215,Alabama,East South Central,5074296.0,"Hytop, Alabama",1166181602,Start
216,Alabama,East South Central,5074296.0,"Ider, Alabama",1166181612,C
217,Alabama,East South Central,5074296.0,"Indian Springs Village, Alabama",1166181665,C
218,Alabama,East South Central,5074296.0,"Irondale, Alabama",1169440818,C
219,Alabama,East South Central,5074296.0,"Jackson, Alabama",1165750992,C
220,Alabama,East South Central,5074296.0,"Jackson's Gap, Alabama",1166181798,Start
221,Alabama,East South Central,5074296.0,"Jacksonville, Alabama",1175988040,C
222,Alabama,East South Central,5074296.0,"Jasper, Alabama",1174380579,C
223,Alabama,East South Central,5074296.0,"Jemison, Alabama",1165751151,C
224,Alabama,East South Central,5074296.0,"Kansas, Alabama",1166182143,Start
225,Alabama,East South Central,5074296.0,"Kellyton, Alabama",1166182186,Stub
226,Alabama,East South Central,5074296.0,"Kennedy, Alabama",1166182247,Start
227,Alabama,East South Central,5074296.0,"Killen, Alabama",1166182386,C
228,Alabama,East South Central,5074296.0,"Kimberly, Alabama",1177622633,C
229,Alabama,East South Central,5074296.0,"Kinsey, Alabama",1166182487,C
230,Alabama,East South Central,5074296.0,"Kinston, Alabama",1166182489,C
231,Alabama,East South Central,5074296.0,"LaFayette, Alabama",1165752571,C
232,Alabama,East South Central,5074296.0,"Lake View, Alabama",1170831381,C
233,Alabama,East South Central,5074296.0,"Lakeview, Alabama",1166205391,Start
234,Alabama,East South Central,5074296.0,"Lanett, Alabama",1165889187,C
235,Alabama,East South Central,5074296.0,"Langston, Alabama",1171521067,C
236,Alabama,East South Central,5074296.0,"Leeds, Alabama",1179531175,C
237,Alabama,East South Central,5074296.0,"Leesburg, Alabama",1166205728,C
238,Alabama,East South Central,5074296.0,"Leighton, Alabama",1148926606,C
239,Alabama,East South Central,5074296.0,"Lester, Alabama",1166205815,Start
240,Alabama,East South Central,5074296.0,"Level Plains, Alabama",1165890044,Start
241,Alabama,East South Central,5074296.0,"Lexington, Alabama",1166205880,Start
242,Alabama,East South Central,5074296.0,"Libertyville, Alabama",1166205930,Start
243,Alabama,East South Central,5074296.0,"Lincoln, Alabama",1165890317,C
244,Alabama,East South Central,5074296.0,"Linden, Alabama",1170891816,GA
245,Alabama,East South Central,5074296.0,"Lineville, Alabama",1165890459,GA
246,Alabama,East South Central,5074296.0,"Lipscomb, Alabama",1177622747,C
247,Alabama,East South Central,5074296.0,"Lisman, Alabama",1166206088,C
248,Alabama,East South Central,5074296.0,"Littleville, Alabama",1166206172,Start
249,Alabama,East South Central,5074296.0,"Livingston, Alabama",1165891122,C
250,Alabama,East South Central,5074296.0,"Loachapoka, Alabama",1166206211,C
251,Alabama,East South Central,5074296.0,"Lockhart, Alabama",1166206220,C
252,Alabama,East South Central,5074296.0,"Locust Fork, Alabama",1173287337,C
253,Alabama,East South Central,5074296.0,"Louisville, Alabama",1166206343,Start
254,Alabama,East South Central,5074296.0,"Lowndesboro, Alabama",1166206408,C
255,Alabama,East South Central,5074296.0,"Loxley, Alabama",1170361974,C
256,Alabama,East South Central,5074296.0,"Luverne, Alabama",1173068585,C
257,Alabama,East South Central,5074296.0,"Lynn, Alabama",1166206561,Start
258,Alabama,East South Central,5074296.0,"Madison, Alabama",1177703025,C
259,Alabama,East South Central,5074296.0,"Madrid, Alabama",1166206649,C
260,Alabama,East South Central,5074296.0,"Magnolia Springs, Alabama",1166206656,GA
261,Alabama,East South Central,5074296.0,"Malvern, Alabama",1166206718,C
262,Alabama,East South Central,5074296.0,"Maplesville, Alabama",1166206829,C
263,Alabama,East South Central,5074296.0,"Margaret, Alabama",1165892174,C
264,Alabama,East South Central,5074296.0,"Marion, Alabama",1165892206,GA
265,Alabama,East South Central,5074296.0,"Maytown, Alabama",1166207284,Start
266,Alabama,East South Central,5074296.0,"McIntosh, Alabama",1176350576,C
267,Alabama,East South Central,5074296.0,"McKenzie, Alabama",1166207344,Start
268,Alabama,East South Central,5074296.0,"McMullen, Alabama",1166207363,Start
269,Alabama,East South Central,5074296.0,"Memphis, Alabama",1166207484,Start
270,Alabama,East South Central,5074296.0,"Mentone, Alabama",1166207510,GA
271,Alabama,East South Central,5074296.0,"Midfield, Alabama",1165893352,C
272,Alabama,East South Central,5074296.0,"Midland City, Alabama",1166207749,C
273,Alabama,East South Central,5074296.0,"Midway, Alabama",1158753496,C
274,Alabama,East South Central,5074296.0,"Millbrook, Alabama",1178021676,C
275,Alabama,East South Central,5074296.0,"Millport, Alabama",1166207935,C
276,Alabama,East South Central,5074296.0,"Millry, Alabama",1166207936,Start
277,Alabama,East South Central,5074296.0,"Monroeville, Alabama",1172371452,C
278,Alabama,East South Central,5074296.0,"Montevallo, Alabama",1177552745,C
279,Alabama,East South Central,5074296.0,"Montgomery, Alabama",1180299743,GA
280,Alabama,East South Central,5074296.0,"Moody, Alabama",1179508395,C
281,Alabama,East South Central,5074296.0,"Mooresville, Alabama",1169255573,C
282,Alabama,East South Central,5074296.0,"Morris, Alabama",1177624137,C
283,Alabama,East South Central,5074296.0,"Mosses, Alabama",1175025748,C
284,Alabama,East South Central,5074296.0,"Moulton, Alabama",1165894467,C
285,Alabama,East South Central,5074296.0,"Moundville, Alabama",1166208667,C
286,Alabama,East South Central,5074296.0,"Mount Vernon, Alabama",1166208775,GA
287,Alabama,East South Central,5074296.0,"Mountain Brook, Alabama",1172621297,C
288,Alabama,East South Central,5074296.0,"Mulga, Alabama",1157496931,Start
289,Alabama,East South Central,5074296.0,"Munford, Alabama",1178871326,C
290,Alabama,East South Central,5074296.0,"Muscle Shoals, Alabama",1178909921,C
291,Alabama,East South Central,5074296.0,"Myrtlewood, Alabama",1166208882,GA
292,Alabama,East South Central,5074296.0,"Napier Field, Alabama",1166208894,Start
293,Alabama,East South Central,5074296.0,"Natural Bridge, Alabama",1166208941,C
294,Alabama,East South Central,5074296.0,"Nauvoo, Alabama",1096820857,C
295,Alabama,East South Central,5074296.0,"Nectar, Alabama",1166208963,Start
296,Alabama,East South Central,5074296.0,"Needham, Alabama",1166208968,Start
297,Alabama,East South Central,5074296.0,"New Brockton, Alabama",1166209021,C
298,Alabama,East South Central,5074296.0,"New Hope, Alabama",1179883996,C
299,Alabama,East South Central,5074296.0,"New Site, Alabama",1166209336,Start
300,Alabama,East South Central,5074296.0,"Newton, Alabama",1166209571,C
301,Alabama,East South Central,5074296.0,"Newville, Alabama",1177928995,C
302,Alabama,East South Central,5074296.0,"North Courtland, Alabama",1166209704,Start
303,Alabama,East South Central,5074296.0,"North Johns, Alabama",1166209738,Start
304,Alabama,East South Central,5074296.0,"Northport, Alabama",1167817987,C
305,Alabama,East South Central,5074296.0,"Notasulga, Alabama",1175854552,C
306,Alabama,East South Central,5074296.0,"Oak Grove, Alabama",1124809704,C
307,Alabama,East South Central,5074296.0,"Oak Hill, Alabama",1166209958,C
308,Alabama,East South Central,5074296.0,"Oakman, Alabama",1174954255,Start
309,Alabama,East South Central,5074296.0,"Odenville, Alabama",1166210198,C
310,Alabama,East South Central,5074296.0,"Ohatchee, Alabama",1166210252,C
311,Alabama,East South Central,5074296.0,"Oneonta, Alabama",1166092446,C
312,Alabama,East South Central,5074296.0,"Onycha, Alabama",1166210466,Start
313,Alabama,East South Central,5074296.0,"Opelika, Alabama",1165896665,C
314,Alabama,East South Central,5074296.0,"Opp, Alabama",1165896683,C
315,Alabama,East South Central,5074296.0,"Orange Beach, Alabama",1179725369,C
316,Alabama,East South Central,5074296.0,"Orrville, Alabama",1175606582,C
317,Alabama,East South Central,5074296.0,"Owens Cross Roads, Alabama",1172849762,C
318,Alabama,East South Central,5074296.0,"Oxford, Alabama",1165896955,C
319,Alabama,East South Central,5074296.0,"Ozark, Alabama",1175658038,C
320,Alabama,East South Central,5074296.0,"Paint Rock, Alabama",1166210847,C
321,Alabama,East South Central,5074296.0,"Parrish, Alabama",1166210982,C
322,Alabama,East South Central,5074296.0,"Pelham, Alabama",1174024956,C
323,Alabama,East South Central,5074296.0,"Pell City, Alabama",1171029165,C
324,Alabama,East South Central,5074296.0,"Pennington, Alabama",1135170013,C
325,Alabama,East South Central,5074296.0,"Perdido Beach, Alabama",1166211174,Start
326,Alabama,East South Central,5074296.0,"Petrey, Alabama",1096817791,C
327,Alabama,East South Central,5074296.0,"Phenix City, Alabama",1160284984,C
328,Alabama,East South Central,5074296.0,"Phil Campbell, Alabama",1176609767,C
329,Alabama,East South Central,5074296.0,"Pickensville, Alabama",1166211277,C
330,Alabama,East South Central,5074296.0,"Piedmont, Alabama",1174026676,C
331,Alabama,East South Central,5074296.0,"Pike Road, Alabama",1170574167,C
332,Alabama,East South Central,5074296.0,"Pinckard, Alabama",1166211323,Start
333,Alabama,East South Central,5074296.0,"Pine Apple, Alabama",1166211355,C
334,Alabama,East South Central,5074296.0,"Pine Hill, Alabama",1166211367,Start
335,Alabama,East South Central,5074296.0,"Pine Ridge, Alabama",1166211388,Start
336,Alabama,East South Central,5074296.0,"Pinson, Alabama",1178582292,C
337,Alabama,East South Central,5074296.0,"Pisgah, Alabama",1166211442,C
338,Alabama,East South Central,5074296.0,"Pleasant Grove, Alabama",1177636010,C
339,Alabama,East South Central,5074296.0,"Pleasant Groves, Alabama",1166229073,Start
340,Alabama,East South Central,5074296.0,"Pollard, Alabama",1166229176,Start
341,Alabama,East South Central,5074296.0,"Powell, Alabama",1166229333,C
342,Alabama,East South Central,5074296.0,"Prattville, Alabama",1167939343,C
343,Alabama,East South Central,5074296.0,"Priceville, Alabama",1166229409,C
344,Alabama,East South Central,5074296.0,"Prichard, Alabama",1176865405,C
345,Alabama,East South Central,5074296.0,"Providence, Alabama",1166229472,Start
346,Alabama,East South Central,5074296.0,"Ragland, Alabama",1166229540,C
347,Alabama,East South Central,5074296.0,"Rainbow City, Alabama",1180291560,GA
348,Alabama,East South Central,5074296.0,"Rainsville, Alabama",1171084402,C
349,Alabama,East South Central,5074296.0,"Ranburne, Alabama",1166229569,C
350,Alabama,East South Central,5074296.0,"Red Bay, Alabama",1169333757,C
351,Alabama,East South Central,5074296.0,"Red Level, Alabama",1166229671,C
352,Alabama,East South Central,5074296.0,"Reece City, Alabama",1166229699,Start
353,Alabama,East South Central,5074296.0,"Reform, Alabama",1165899409,C
354,Alabama,East South Central,5074296.0,"Rehobeth, Alabama",1172196089,C
355,Alabama,East South Central,5074296.0,"Repton, Alabama",1166229759,Start
356,Alabama,East South Central,5074296.0,"Ridgeville, Alabama",1166229906,Start
357,Alabama,East South Central,5074296.0,"River Falls, Alabama",1166230019,C
358,Alabama,East South Central,5074296.0,"Riverside, Alabama",1166230024,C
359,Alabama,East South Central,5074296.0,"Riverview, Alabama",1166230040,Start
360,Alabama,East South Central,5074296.0,"Roanoke, Alabama",1165899878,C
361,Alabama,East South Central,5074296.0,"Robertsdale, Alabama",1166314424,C
362,Alabama,East South Central,5074296.0,"Rockford, Alabama",1169199856,GA
363,Alabama,East South Central,5074296.0,"Rogersville, Alabama",1166230187,C
364,Alabama,East South Central,5074296.0,"Rosa, Alabama",1166230264,Start
365,Alabama,East South Central,5074296.0,"Russellville, Alabama",1165900503,GA
366,Alabama,East South Central,5074296.0,"Rutledge, Alabama",1166230534,Start
367,Alabama,East South Central,5074296.0,"St. Florian, Alabama",1166330128,C
368,Alabama,East South Central,5074296.0,"Samson, Alabama",1165900688,C
369,Alabama,East South Central,5074296.0,"Sand Rock, Alabama",1166230657,C
370,Alabama,East South Central,5074296.0,"Sanford, Alabama",1166230687,Start
371,Alabama,East South Central,5074296.0,"Saraland, Alabama",1176013392,GA
372,Alabama,East South Central,5074296.0,"Sardis City, Alabama",1166230721,C
373,Alabama,East South Central,5074296.0,"Satsuma, Alabama",1165900914,C
374,Alabama,East South Central,5074296.0,"Scottsboro, Alabama",1174635424,C
375,Alabama,East South Central,5074296.0,"Section, Alabama",1166230919,C
376,Alabama,East South Central,5074296.0,"Selma, Alabama",1143473983,C
